DGUID,SoVI,Latitude,Longitude,geometry,area
2021S051259150923,29.98949389,49.261,-123.213,-123.213  49.261,133710.3355
2021S051259150924,34.58326197,49.263,-123.212,-123.212  49.263,90978.69308
2021S051259150925,35.1399536,49.265,-123.212,-123.212  49.265,85851.53867
2021S051259150926,32.03607177,49.264,-123.206,-123.206  49.264,108476.9047
2021S051259150927,30.53006714,49.262,-123.206,-123.206  49.262,112236.9257
2021S051259150928,22.96815538,49.26,-123.205,-123.205  49.26,90327.44235
2021S051259150929,27.66081738,49.263,-123.202,-123.202  49.263,94601.51651
2021S051259150930,23.61674397,49.268,-123.21,-123.21  49.268,113077.671
2021S051259150931,26.50029657,49.268,-123.206,-123.206  49.268,157824.7728
2021S051259150932,24.94316532,49.274,-123.21,-123.21  49.274,349847.2394
2021S051259150933,17.93323246,49.272,-123.212,-123.212  49.272,154183.3969
2021S051259150934,14.3740355,49.273,-123.219,-123.219  49.273,645477.163
2021S051259150935,22.65817522,49.268,-123.214,-123.214  49.268,113577.5583
2021S051259150936,24.34883336,49.271,-123.22,-123.22  49.271,7993.095592
2021S051259150952,80.5209236,49.228,-123.195,-123.195  49.228,187055.0127
2021S051259150953,25.50361614,49.222,-123.179,-123.179  49.222,1669952.193
2021S051259150954,14.69192772,49.227,-123.172,-123.172  49.227,436302.1094
2021S051259150955,24.84539829,49.232,-123.17,-123.17  49.232,183487.3747
2021S051259150956,30.07103397,49.233,-123.173,-123.173  49.233,126009.2842
2021S051259150957,27.75743609,49.236,-123.173,-123.173  49.236,163910.4296
2021S051259150958,26.38805784,49.237,-123.177,-123.177  49.237,96301.70332
2021S051259150959,27.89992721,49.24,-123.172,-123.172  49.24,127182.4799
2021S051259150960,7.594446937,49.241,-123.176,-123.176  49.241,131485.2041
2021S051259150961,29.46302125,49.244,-123.176,-123.176  49.244,172647.0706
2021S051259150962,23.46349249,49.245,-123.171,-123.171  49.245,120970.2041
2021S051259150963,21.61715462,49.247,-123.172,-123.172  49.247,104726.8677
2021S051259150964,41.87137852,49.248,-123.168,-123.168  49.248,153553.4568
2021S051259150965,29.13376919,49.251,-123.168,-123.168  49.251,89777.49064
2021S051259150966,31.11652821,49.253,-123.168,-123.168  49.253,108189.9208
2021S051259150967,32.45906579,49.256,-123.168,-123.168  49.256,128082.3654
2021S051259150968,33.39971501,49.256,-123.173,-123.173  49.256,213119.7363
2021S051259150969,24.10538966,49.254,-123.175,-123.175  49.254,153512.0506
2021S051259150970,29.51638239,49.251,-123.175,-123.175  49.251,142542.0306
2021S051259150971,28.82809468,49.249,-123.176,-123.176  49.249,165837.9438
2021S051259150972,32.71446512,49.257,-123.182,-123.182  49.257,135858.1212
2021S051259150973,33.47232648,49.26,-123.18,-123.18  49.26,118141.6028
2021S051259150974,30.24340172,49.26,-123.184,-123.184  49.26,118401.9733
2021S051259150975,36.33237194,49.263,-123.184,-123.184  49.263,87511.50014
2021S051259150976,30.35915811,49.261,-123.188,-123.188  49.261,137233.7128
2021S051259150977,36.94164722,49.264,-123.189,-123.189  49.264,130346.3856
2021S051259150978,27.57697415,49.244,-123.167,-123.167  49.244,110063.0255
2021S051259150979,27.27323219,49.243,-123.163,-123.163  49.243,156534.4493
2021S051259150980,29.73334631,49.24,-123.168,-123.168  49.24,140699.4973
2021S051259150981,19.18665329,49.24,-123.162,-123.162  49.24,143118.6348
2021S051259150982,28.58577019,49.237,-123.168,-123.168  49.237,136972.179
2021S051259150983,28.84391154,49.218,-123.161,-123.161  49.218,1144141.227
2021S051259150984,25.85977976,49.223,-123.157,-123.157  49.223,219433.8793
2021S051259150985,28.39692669,49.223,-123.153,-123.153  49.223,250347.863
2021S051259150986,31.15471092,49.226,-123.148,-123.148  49.226,138706.563
2021S051259150987,36.91167816,49.209,-123.149,-123.149  49.209,640926.721
2021S051259151198,50.67931678,49.208,-123.097,-123.097  49.208,580698.1835
2021S051259151199,52.09623407,49.212,-123.095,-123.095  49.212,72331.60882
2021S051259151200,54.67050474,49.214,-123.093,-123.093  49.214,52916.68307
2021S051259151201,55.13667137,49.216,-123.093,-123.093  49.216,44314.43989
2021S051259151202,50.83484797,49.216,-123.089,-123.089  49.216,43564.04358
2021S051259151203,53.26223525,49.214,-123.087,-123.087  49.214,56072.11201
2021S051259151204,53.74170941,49.213,-123.088,-123.088  49.213,59516.63343
2021S051259151205,47.88847611,49.212,-123.084,-123.084  49.212,35645.40457
2021S051259151206,49.72853761,49.214,-123.082,-123.082  49.214,64045.83626
2021S051259151207,53.71540993,49.209,-123.087,-123.087  49.209,403853.2072
2021S051259151208,53.65251588,49.21,-123.077,-123.077  49.21,334335.8761
2021S051259151209,57.16134877,49.21,-123.069,-123.069  49.21,105947.3846
2021S051259151211,47.63820966,49.214,-123.062,-123.062  49.214,96415.51461
2021S051259151213,44.61401861,49.21,-123.06,-123.06  49.21,144728.689
2021S051259151214,51.78543654,49.209,-123.062,-123.062  49.209,81449.04312
2021S051259151215,46.68136529,49.208,-123.065,-123.065  49.208,105476.6494
2021S051259151216,43.37451201,49.207,-123.065,-123.065  49.207,86522.82357
2021S051259151217,39.68897313,49.207,-123.059,-123.059  49.207,48919.65609
2021S051259151219,40.36914785,49.212,-123.048,-123.048  49.212,994920.2469
2021S051259151220,38.4194478,49.219,-123.047,-123.047  49.219,127330.4417
2021S051259151221,54.249117,49.219,-123.043,-123.043  49.219,60980.3793
2021S051259151222,46.11934111,49.222,-123.047,-123.047  49.222,108280.7456
2021S051259151223,48.03633921,49.222,-123.043,-123.043  49.222,114635.4306
2021S051259151224,47.11838665,49.222,-123.039,-123.039  49.222,129987.1093
2021S051259151225,47.93183804,49.225,-123.038,-123.038  49.225,94884.65548
2021S051259151226,50.14668603,49.222,-123.035,-123.035  49.222,106606.5846
2021S051259151227,41.54509425,49.224,-123.034,-123.034  49.224,96136.92599
2021S051259151228,46.98692467,49.222,-123.031,-123.031  49.222,115364.65
2021S051259151229,57.83579138,49.224,-123.027,-123.027  49.224,114592.0097
2021S051259151230,45.91201319,49.222,-123.025,-123.025  49.222,58283.34415
2021S051259151231,42.33653379,49.219,-123.025,-123.025  49.219,76827.46029
2021S051259151234,45.97163229,49.213,-123.026,-123.026  49.213,34921.35788
2021S051259151236,49.21229659,49.21,-123.026,-123.026  49.21,175039.4189
2021S051259151237,40.38505075,49.208,-123.024,-123.024  49.208,6.496063
2021S051259151351,52.48064977,49.237,-123.025,-123.025  49.237,49981.56889
2021S051259151352,55.74829716,49.239,-123.025,-123.025  49.239,37234.46414
2021S051259151353,51.48409877,49.237,-123.027,-123.027  49.237,74458.67123
2021S051259151354,60.03099019,49.239,-123.029,-123.029  49.239,60794.47695
2021S051259151355,53.24095346,49.241,-123.03,-123.03  49.241,92794.66477
2021S051259151356,60.25254354,49.24,-123.032,-123.032  49.24,57630.34201
2021S051259151357,58.39672356,49.243,-123.034,-123.034  49.243,112513.5492
2021S051259151358,58.01210908,49.241,-123.037,-123.037  49.241,61545.93064
2021S051259151359,48.12797682,49.244,-123.038,-123.038  49.244,84609.08438
2021S051259151360,51.958886,49.245,-123.037,-123.037  49.245,75782.05167
2021S051259151361,47.84034919,49.247,-123.039,-123.039  49.247,118375.9094
2021S051259151362,51.28519672,49.248,-123.035,-123.035  49.248,77838.68416
2021S051259151363,55.80751991,49.25,-123.037,-123.037  49.25,96664.43682
2021S051259151364,54.99719631,49.25,-123.04,-123.04  49.25,90830.40534
2021S051259151365,41.72027961,49.253,-123.039,-123.039  49.253,67867.44561
2021S051259151366,42.82096509,49.253,-123.042,-123.042  49.253,150738.9967
2021S051259151367,50.81083948,49.255,-123.037,-123.037  49.255,86384.4792
2021S051259151368,53.63599801,49.253,-123.036,-123.036  49.253,92852.44432
2021S051259151369,46.32671291,49.253,-123.032,-123.032  49.253,149605.8671
2021S051259151370,51.7630213,49.249,-123.031,-123.031  49.249,115538.0347
2021S051259151371,46.52239153,49.251,-123.028,-123.028  49.251,106702.9188
2021S051259151372,50.00732948,49.249,-123.026,-123.026  49.249,107960.4392
2021S051259151373,53.44993641,49.254,-123.026,-123.026  49.254,183255.7703
2021S051259151407,52.85772929,49.266,-123.027,-123.027  49.266,352175.716
2021S051259151408,63.270908,49.265,-123.031,-123.031  49.265,45961.72907
2021S051259151409,61.86228571,49.263,-123.031,-123.031  49.263,111479.2623
2021S051259151410,56.11532035,49.264,-123.035,-123.035  49.264,86689.31342
2021S051259151411,53.08093444,49.264,-123.039,-123.039  49.264,94684.02941
2021S051259151412,46.72967836,49.266,-123.039,-123.039  49.266,97329.91087
