DGUID,Latitude,Longitude,SoVI,geometry,area
2021S051259150623,49.269,-123.152,42.83140528,-123.152  49.269,34308.27047
2021S051259150624,49.27,-123.153,39.29697607,-123.153  49.27,33713.72971
2021S051259150625,49.271,-123.153,38.2567057,-123.153  49.271,33151.18072
2021S051259150626,49.271,-123.149,40.02603432,-123.149  49.271,34625.26792
2021S051259150627,49.272,-123.148,37.12780765,-123.148  49.272,92612.96894
2021S051259150628,49.269,-123.147,42.38836825,-123.147  49.269,66935.64729
2021S051259150629,49.269,-123.149,44.24276858,-123.149  49.269,51661.4022
2021S051259150633,49.263,-123.144,42.35996512,-123.144  49.263,54076.10366
2021S051259150634,49.262,-123.142,40.79490656,-123.142  49.262,35029.40744
2021S051259150635,49.261,-123.145,38.36141451,-123.145  49.261,36306.50961
2021S051259150636,49.26,-123.142,41.98179636,-123.142  49.26,35870.18505
2021S051259150637,49.258,-123.144,39.64445173,-123.144  49.258,88050.45254
2021S051259150638,49.258,-123.14,39.62568453,-123.14  49.258,55701.59056
2021S051259150639,49.258,-123.138,41.24983397,-123.138  49.258,27255.45792
2021S051259150640,49.26,-123.137,39.41230763,-123.137  49.26,37732.93225
2021S051259150641,49.259,-123.135,39.03739796,-123.135  49.259,35605.10902
2021S051259150642,49.26,-123.134,38.83493325,-123.134  49.26,37161.0605
2021S051259150643,49.259,-123.133,41.7682875,-123.133  49.259,35151.09487
2021S051259150644,49.26,-123.13,40.43746357,-123.13  49.26,36224.02225
2021S051259150645,49.258,-123.13,40.22859227,-123.13  49.258,70765.32841
2021S051259150646,49.26,-123.128,41.40971152,-123.128  49.26,36709.24418
2021S051259150647,49.259,-123.126,37.91569975,-123.126  49.259,35999.58082
2021S051259150648,49.26,-123.126,32.39500457,-123.126  49.26,19308.80401
2021S051259150649,49.262,-123.123,39.3795364,-123.123  49.262,186584.7853
2021S051259150650,49.259,-123.123,41.85282743,-123.123  49.259,34425.02458
2021S051259150651,49.259,-123.121,39.36092702,-123.121  49.259,28942.02355
2021S051259150652,49.257,-123.124,41.90658833,-123.124  49.257,40376.6793
2021S051259150653,49.256,-123.122,40.42622386,-123.122  49.256,44612.70847
2021S051259150654,49.256,-123.125,38.79048748,-123.125  49.256,58703.91058
2021S051259150655,49.254,-123.126,39.97436647,-123.126  49.254,61732.00536
2021S051259150656,49.255,-123.129,40.07601263,-123.129  49.255,78964.70489
2021S051259150657,49.255,-123.134,18.48692747,-123.134  49.255,436181.8113
2021S051259150658,49.251,-123.125,36.01673842,-123.125  49.251,125146.5578
2021S051259150659,49.249,-123.13,34.70644706,-123.13  49.249,201526.7113
2021S051259150660,49.25,-123.136,23.73562038,-123.136  49.25,266285.866
2021S051259150661,49.245,-123.136,27.80564131,-123.136  49.245,302786.581
2021S051259150662,49.248,-123.142,26.01295071,-123.142  49.248,281845.0779
2021S051259150663,49.242,-123.142,28.60909716,-123.142  49.242,277612.9394
2021S051259150664,49.248,-123.148,25.02139333,-123.148  49.248,273112.9748
2021S051259150665,49.24,-123.145,29.69426572,-123.145  49.24,170620.5912
2021S051259150666,49.236,-123.144,0,-123.144  49.236,288132.5915
2021S051259150667,49.236,-123.136,28.40375543,-123.136  49.236,227267.0714
2021S051259150668,49.24,-123.134,36.77988964,-123.134  49.24,388199.5919
2021S051259150669,49.236,-123.13,38.29163484,-123.13  49.236,87026.782
2021S051259150670,49.244,-123.13,25.71998843,-123.13  49.244,188854.0317
2021S051259150671,49.245,-123.124,32.22181845,-123.124  49.245,411764.8956
2021S051259150672,49.244,-123.118,41.99632221,-123.118  49.244,171224.9744
2021S051259150673,49.248,-123.118,40.57673287,-123.118  49.248,144470.8682
2021S051259150674,49.25,-123.12,33.76190194,-123.12  49.25,112519.7083
2021S051259150675,49.252,-123.117,38.80447684,-123.117  49.252,91381.8887
2021S051259150676,49.251,-123.114,35.64803066,-123.114  49.251,81394.46093
2021S051259150677,49.251,-123.111,34.21185726,-123.111  49.251,89393.98799
2021S051259150678,49.254,-123.113,38.79353961,-123.113  49.254,83197.84293
2021S051259150679,49.256,-123.113,40.03665562,-123.113  49.256,64046.78218
2021S051259150680,49.258,-123.11,37.12479644,-123.11  49.258,119357.8229
2021S051259150681,49.256,-123.109,41.03090396,-123.109  49.256,60978.21325
2021S051259150682,49.255,-123.107,35.51614949,-123.107  49.255,101633.0498
2021S051259150683,49.253,-123.107,38.59333466,-123.107  49.253,91562.82072
2021S051259150684,49.254,-123.103,36.61481398,-123.103  49.254,94607.88635
2021S051259150685,49.251,-123.103,40.42700548,-123.103  49.251,110336.337
2021S051259150686,49.25,-123.1,37.85504491,-123.1  49.25,45682.03261
2021S051259150687,49.248,-123.102,39.59322286,-123.102  49.248,57141.41794
2021S051259150688,49.247,-123.099,43.54842241,-123.099  49.247,76906.32979
2021S051259150689,49.247,-123.105,39.14305592,-123.105  49.247,89988.70585
2021S051259150690,49.245,-123.103,41.78696214,-123.103  49.245,86815.41888
2021S051259150691,49.242,-123.101,45.50178311,-123.101  49.242,91389.43934
2021S051259150692,49.242,-123.098,34.5492362,-123.098  49.242,81237.29993
2021S051259150693,49.245,-123.097,43.08583862,-123.097  49.245,72393.37547
2021S051259150694,49.242,-123.094,40.24643262,-123.094  49.242,185666.0614
2021S051259150695,49.237,-123.094,38.76470693,-123.094  49.237,413962.933
2021S051259150696,49.245,-123.092,51.76743182,-123.092  49.245,63959.77237
2021S051259150697,49.247,-123.092,50.33806777,-123.092  49.247,97974.37837
2021S051259150698,49.247,-123.096,49.88915128,-123.096  49.247,79012.25759
2021S051259150699,49.25,-123.094,46.18115745,-123.094  49.25,116724.3331
2021S051259150700,49.251,-123.096,38.27810105,-123.096  49.251,113227.0434
2021S051259150701,49.253,-123.098,39.56031199,-123.098  49.253,82737.247
2021S051259150702,49.254,-123.099,40.16534926,-123.099  49.254,31506.6877
2021S051259150703,49.254,-123.095,45.22995512,-123.095  49.254,59069.44338
2021S051259150704,49.256,-123.098,41.66006319,-123.098  49.256,87607.60392
2021S051259150705,49.257,-123.099,41.20981863,-123.099  49.257,55708.72899
2021S051259150706,49.259,-123.1,49.14301097,-123.1  49.259,20468.97322
2021S051259150707,49.259,-123.097,40.41860795,-123.097  49.259,26638.40907
2021S051259150708,49.259,-123.095,42.75280519,-123.095  49.259,105139.6987
2021S051259150709,49.261,-123.099,53.94229967,-123.099  49.261,135673.4455
2021S051259150710,49.262,-123.093,48.80190625,-123.093  49.262,67673.09892
2021S051259150711,49.264,-123.098,43.60889477,-123.098  49.264,68959.42707
2021S051259150712,49.263,-123.093,45.52762889,-123.093  49.263,44368.61924
2021S051259150713,49.265,-123.095,44.95302086,-123.095  49.265,70308.49509
2021S051259150714,49.266,-123.092,35.26050516,-123.092  49.266,14289.24569
2021S051259150715,49.265,-123.091,47.87682197,-123.091  49.265,28303.36553
2021S051259150716,49.263,-123.09,62.50594316,-123.09  49.263,28785.16666
2021S051259150717,49.263,-123.088,50.34522736,-123.088  49.263,29068.85
2021S051259150718,49.265,-123.087,46.54550061,-123.087  49.265,28076.06451
2021S051259150719,49.264,-123.085,46.64561279,-123.085  49.264,28449.46721
2021S051259150720,49.265,-123.085,51.60317772,-123.085  49.265,75830.76509
2021S051259150721,49.263,-123.082,46.63679184,-123.082  49.263,29120.78619
2021S051259150722,49.263,-123.085,44.39655243,-123.085  49.263,29279.99037
2021S051259150723,49.262,-123.085,42.7559464,-123.085  49.262,44799.24433
2021S051259150724,49.261,-123.087,44.36406345,-123.087  49.261,56721.82908
2021S051259150725,49.259,-123.088,40.81482955,-123.088  49.259,56626.90974
2021S051259150726,49.261,-123.091,42.93449416,-123.091  49.261,56403.93158
2021S051259150727,49.258,-123.091,52.58023391,-123.091  49.258,78280.9888
2021S051259150728,49.257,-123.093,40.89645307,-123.093  49.257,43046.66824
2021S051259150729,49.255,-123.092,52.38941278,-123.092  49.255,85053.31165
2021S051259150730,49.253,-123.092,45.4864415,-123.092  49.253,71822.11367
2021S051259150731,49.253,-123.087,47.06726567,-123.087  49.253,77446.68791
2021S051259150732,49.25,-123.089,42.1627802,-123.089  49.25,76466.25192
2021S051259150733,49.25,-123.086,41.67250598,-123.086  49.25,88457.02847
2021S051259150734,49.247,-123.088,45.038353,-123.088  49.247,93276.79885
2021S051259150737,49.257,-123.083,39.61014948,-123.083  49.257,55868.12702
2021S051259150738,49.257,-123.079,39.43412627,-123.079  49.257,61421.12934
2021S051259150739,49.255,-123.078,47.94264868,-123.078  49.255,57250.1758
2021S051259150740,49.259,-123.079,39.40147667,-123.079  49.259,59552.99677
2021S051259150741,49.258,-123.075,46.81981293,-123.075  49.258,78947.17941
2021S051259150742,49.261,-123.076,46.64861723,-123.076  49.261,84901.75401
2021S051259150743,49.261,-123.079,47.2497879,-123.079  49.261,87879.35459
2021S051259150744,49.261,-123.082,45.6019811,-123.082  49.261,42749.57582
2021S051259150745,49.259,-123.084,42.67005927,-123.084  49.259,71720.86636
2021S051259150746,49.257,-123.087,45.70967103,-123.087  49.257,64352.92256
2021S051259150747,49.264,-123.079,55.50636376,-123.079  49.264,86816.85819
2021S051259150748,49.264,-123.077,53.49847388,-123.077  49.264,41053.25143
2021S051259150749,49.266,-123.075,47.42990577,-123.075  49.266,114801.2785
2021S051259150750,49.269,-123.089,50.6758138,-123.089  49.269,906132.3235
2021S051259150751,49.273,-123.088,54.5490255,-123.088  49.273,873066.086
2021S051259150752,49.277,-123.091,39.71059108,-123.091  49.277,39825.20906
2021S051259150753,49.278,-123.093,36.29479364,-123.093  49.278,28255.65279
2021S051259150754,49.279,-123.091,48.3974321,-123.091  49.279,42823.76131
2021S051259150755,49.279,-123.095,100,-123.095  49.279,51632.35313
2021S051259150756,49.277,-123.095,41.90783014,-123.095  49.277,24222.72419
2021S051259150757,49.278,-123.098,59.96332392,-123.098  49.278,78778.76789
2021S051259150758,49.28,-123.095,57.78880738,-123.095  49.28,27307.43654
2021S051259150759,49.281,-123.097,60.50882274,-123.097  49.281,49125.337
2021S051259150760,49.282,-123.095,89.80779273,-123.095  49.282,31204.57089
2021S051259150761,49.283,-123.097,58.23039891,-123.097  49.283,34951.20545
2021S051259150762,49.284,-123.096,51.67834287,-123.096  49.284,78801.49269
2021S051259150763,49.282,-123.099,54.10412342,-123.099  49.282,30402.11339
2021S051259150777,49.276,-123.117,44.13004333,-123.117  49.276,15555.37496
2021S051259150779,49.276,-123.123,43.95211678,-123.123  49.276,16733.14832
2021S051259150782,49.28,-123.125,44.52768154,-123.125  49.28,16261.72676
2021S051259150784,49.277,-123.127,49.21396094,-123.127  49.277,16987.64244
2021S051259150785,49.275,-123.128,51.5666387,-123.128  49.275,48791.12918
2021S051259150786,49.274,-123.126,40.60767802,-123.126  49.274,17128.58488
2021S051259150787,49.274,-123.125,38.77708653,-123.125  49.274,9691.997163
2021S051259150788,49.274,-123.123,40.62304813,-123.123  49.274,24502.61382
2021S051259150790,49.276,-123.132,40.50028292,-123.132  49.276,42064.85102
2021S051259150791,49.277,-123.131,46.12215718,-123.131  49.277,18289.56784
2021S051259150792,49.278,-123.133,47.92052026,-123.133  49.278,24414.72417
2021S051259150793,49.279,-123.132,51.56056865,-123.132  49.279,22260.18016
2021S051259150795,49.28,-123.132,48.6729415,-123.132  49.28,47962.00607
2021S051259150816,49.285,-123.135,44.31113381,-123.135  49.285,12748.47067
2021S051259150817,49.285,-123.137,40.37955727,-123.137  49.285,26743.89717
2021S051259150819,49.284,-123.137,41.34784113,-123.137  49.284,13429.13443
2021S051259150820,49.283,-123.139,41.44391649,-123.139  49.283,13170.50176
2021S051259150821,49.282,-123.137,41.51243879,-123.137  49.282,15329.64223
2021S051259150822,49.283,-123.136,36.42985916,-123.136  49.283,15823.48255
2021S051259150823,49.282,-123.135,42.28884244,-123.135  49.282,18160.09559
2021S051259150824,49.281,-123.136,47.08581782,-123.136  49.281,17567.7184
2021S051259150827,49.281,-123.139,40.24838037,-123.139  49.281,34908.66466
2021S051259150828,49.282,-123.141,42.57760456,-123.141  49.282,50035.58813
2021S051259150831,49.284,-123.142,40.20744654,-123.142  49.284,23602.62549
2021S051259150832,49.286,-123.142,42.01257997,-123.142  49.286,49580.44464
2021S051259150837,49.288,-123.136,41.92743615,-123.136  49.288,18560.32642
2021S051259150840,49.29,-123.134,43.81091312,-123.134  49.29,17475.27213
2021S051259150841,49.29,-123.133,36.6287973,-123.133  49.29,18003.73945
2021S051259150845,49.287,-123.134,40.30380189,-123.134  49.287,26983.27545
2021S051259150846,49.286,-123.135,41.17706468,-123.135  49.286,26196.84498
2021S051259150850,49.287,-123.122,53.14795469,-123.122  49.287,143334.3273
2021S051259150859,49.29,-123.141,41.63783683,-123.141  49.29,15286.17281
2021S051259150861,49.29,-123.143,46.60777908,-123.143  49.29,23469.3038
2021S051259150863,49.288,-123.142,45.70717015,-123.142  49.288,54419.53477
2021S051259150864,49.29,-123.14,44.31129789,-123.14  49.29,17716.2346
2021S051259150865,49.288,-123.139,45.45986241,-123.139  49.288,35871.74881
2021S051259150866,49.289,-123.137,53.49647852,-123.137  49.289,17927.32556
2021S051259150871,49.276,-123.144,40.36246399,-123.144  49.276,313833.3272
2021S051259150872,49.276,-123.148,30.73229369,-123.148  49.276,77838.51282
2021S051259150873,49.274,-123.151,37.24665091,-123.151  49.274,62851.26749
2021S051259150874,49.274,-123.153,41.50000359,-123.153  49.274,170974.6439
2021S051259150875,49.272,-123.156,33.60219808,-123.156  49.272,33935.97347
2021S051259150876,49.272,-123.159,39.40508049,-123.159  49.272,33349.97633
2021S051259150877,49.27,-123.159,35.44156498,-123.159  49.27,16824.4822
2021S051259150878,49.271,-123.161,34.12155691,-123.161  49.271,34671.35264
2021S051259150879,49.269,-123.159,41.54719785,-123.159  49.269,51056.86274
2021S051259150880,49.269,-123.163,39.23657261,-123.163  49.269,49640.27015
2021S051259150881,49.272,-123.163,39.00559478,-123.163  49.272,65666.8688
2021S051259150882,49.27,-123.166,35.11429133,-123.166  49.27,78896.75172
2021S051259150883,49.272,-123.174,29.67271782,-123.174  49.272,170767.5896
2021S051259150884,49.273,-123.161,38.54772952,-123.161  49.273,81798.8782
2021S051259150885,49.272,-123.198,58.42232185,-123.198  49.272,692874.7352
2021S051259150886,49.267,-123.196,41.56798902,-123.196  49.267,503473.1116
2021S051259150887,49.264,-123.196,24.72072056,-123.196  49.264,164862.4179
2021S051259150888,49.262,-123.199,33.832864,-123.199  49.262,89120.51672
2021S051259150889,49.26,-123.196,33.38101036,-123.196  49.26,110754.0375
2021S051259150890,49.259,-123.2,37.11918433,-123.2  49.259,112360.3172
2021S051259150891,49.256,-123.197,33.80046634,-123.197  49.256,208483.5968
2021S051259150892,49.26,-123.192,27.97314614,-123.192  49.26,157390.3234
2021S051259150893,49.257,-123.19,36.09687466,-123.19  49.257,112374.7719
2021S051259150894,49.256,-123.187,44.07411866,-123.187  49.256,99390.53294
2021S051259150895,49.253,-123.188,31.27157835,-123.188  49.253,104150.7341
2021S051259150896,49.254,-123.184,35.42064562,-123.184  49.254,96947.25651
2021S051259150897,49.253,-123.18,37.96193801,-123.18  49.253,115583.5292
2021S051259150898,49.25,-123.182,37.24503328,-123.182  49.25,132534.4633
2021S051259150899,49.249,-123.185,36.68739637,-123.185  49.249,134592.2169
2021S051259150900,49.248,-123.181,32.40696204,-123.181  49.248,88210.90273
2021S051259150901,49.244,-123.18,33.08147842,-123.18  49.244,102103.6684
2021S051259150902,49.244,-123.184,34.7058422,-123.184  49.244,101478.1203
2021S051259150903,49.243,-123.188,39.02314895,-123.188  49.243,197083.7911
2021S051259150904,49.241,-123.182,31.63273966,-123.182  49.241,126862.8292
2021S051259150905,49.239,-123.185,37.41161101,-123.185  49.239,141179.675
2021S051259150906,49.237,-123.18,35.1686673,-123.18  49.237,127825.8893
2021S051259150907,49.236,-123.186,31.62115007,-123.186  49.236,163681.5414
2021S051259150908,49.233,-123.179,32.31996663,-123.179  49.233,223517.6984
2021S051259150909,49.23,-123.183,30.35457919,-123.183  49.23,250272.2791
2021S051259150910,49.233,-123.189,32.7085276,-123.189  49.233,177006.5719
2021S051259150911,49.23,-123.191,29.97549155,-123.191  49.23,480523.3294
2021S051259150912,49.236,-123.192,27.53211985,-123.192  49.236,171348.7648
2021S051259150913,49.238,-123.194,31.59026815,-123.194  49.238,188581.7121
2021S051259150914,49.241,-123.192,27.83030532,-123.192  49.241,154891.4715
2021S051259150915,49.244,-123.195,35.61730049,-123.195  49.244,119639.5773
2021S051259150916,49.245,-123.192,33.10237436,-123.192  49.245,105252.7889
2021S051259150917,49.247,-123.191,30.08313231,-123.191  49.247,177568.8555
2021S051259150918,49.25,-123.189,31.57638375,-123.189  49.25,107635.0493
2021S051259150919,49.249,-123.196,28.85828808,-123.196  49.249,371855.8146
2021S051259150920,49.254,-123.192,28.72673377,-123.192  49.254,101428.6183
2021S051259150922,49.259,-123.209,34.39756247,-123.209  49.259,89673.88298
2021S051259150923,49.261,-123.213,35.03415405,-123.213  49.261,133710.3355
2021S051259150924,49.263,-123.212,38.02885011,-123.212  49.263,90978.69308
2021S051259150925,49.265,-123.212,38.44015525,-123.212  49.265,85851.53867
2021S051259150926,49.264,-123.206,37.08552994,-123.206  49.264,108476.9047
2021S051259150927,49.262,-123.206,35.92117963,-123.206  49.262,112236.9257
2021S051259150928,49.26,-123.205,27.28998086,-123.205  49.26,90327.44235
2021S051259150929,49.263,-123.202,31.60685792,-123.202  49.263,94601.51651
2021S051259150930,49.268,-123.21,28.80546063,-123.21  49.268,113077.671
2021S051259150931,49.268,-123.206,31.79776075,-123.206  49.268,157824.7728
2021S051259150932,49.274,-123.21,31.23648039,-123.21  49.274,349847.2394
2021S051259150933,49.272,-123.212,21.36796929,-123.212  49.272,154183.3969
2021S051259150934,49.273,-123.219,17.01314413,-123.219  49.273,645477.163
2021S051259150935,49.268,-123.214,24.50104742,-123.214  49.268,113577.5583
2021S051259150936,49.271,-123.22,29.8513923,-123.22  49.271,7993.095592
2021S051259150952,49.228,-123.195,92.90993142,-123.195  49.228,187055.0127
2021S051259150953,49.222,-123.179,30.708759,-123.179  49.222,1669952.193
2021S051259150954,49.227,-123.172,18.60611868,-123.172  49.227,436302.1094
2021S051259150955,49.232,-123.17,29.34411179,-123.17  49.232,183487.3747
2021S051259150956,49.233,-123.173,34.78382491,-123.173  49.233,126009.2842
2021S051259150957,49.236,-123.173,32.79651616,-123.173  49.236,163910.4296
2021S051259150958,49.237,-123.177,31.28867291,-123.177  49.237,96301.70332
2021S051259150959,49.24,-123.172,33.25932735,-123.172  49.24,127182.4799
2021S051259150960,49.241,-123.176,8.600391028,-123.176  49.241,131485.2041
2021S051259150961,49.244,-123.176,34.96976417,-123.176  49.244,172647.0706
2021S051259150962,49.245,-123.171,27.81004798,-123.171  49.245,120970.2041
2021S051259150963,49.247,-123.172,25.81838379,-123.172  49.247,104726.8677
2021S051259150964,49.248,-123.168,46.25840946,-123.168  49.248,153553.4568
2021S051259150965,49.251,-123.168,34.58589296,-123.168  49.251,89777.49064
2021S051259150966,49.253,-123.168,36.46520819,-123.168  49.253,108189.9208
2021S051259150967,49.256,-123.168,38.39018345,-123.168  49.256,128082.3654
2021S051259150968,49.256,-123.173,40.23612206,-123.173  49.256,213119.7363
2021S051259150969,49.254,-123.175,27.13452633,-123.175  49.254,153512.0506
2021S051259150970,49.251,-123.175,33.65865345,-123.175  49.251,142542.0306
2021S051259150971,49.249,-123.176,33.84535451,-123.176  49.249,165837.9438
2021S051259150972,49.257,-123.182,37.0553552,-123.182  49.257,135858.1212
2021S051259150973,49.26,-123.18,36.6248293,-123.18  49.26,118141.6028
2021S051259150974,49.26,-123.184,36.13792515,-123.184  49.26,118401.9733
2021S051259150975,49.263,-123.184,40.42962483,-123.184  49.263,87511.50014
2021S051259150976,49.261,-123.188,35.27705305,-123.188  49.261,137233.7128
2021S051259150977,49.264,-123.189,41.53910722,-123.189  49.264,130346.3856
2021S051259150978,49.244,-123.167,31.75887572,-123.167  49.244,110063.0255
2021S051259150979,49.243,-123.163,31.41408441,-123.163  49.243,156534.4493
2021S051259150980,49.24,-123.168,34.41436357,-123.168  49.24,140699.4973
2021S051259150981,49.24,-123.162,23.62980923,-123.162  49.24,143118.6348
2021S051259150982,49.237,-123.168,34.34000013,-123.168  49.237,136972.179
2021S051259150983,49.218,-123.161,32.43919154,-123.161  49.218,1144141.227
2021S051259150984,49.223,-123.157,30.08742945,-123.157  49.223,219433.8793
2021S051259150985,49.223,-123.153,32.26112657,-123.153  49.223,250347.863
2021S051259150986,49.226,-123.148,35.75741878,-123.148  49.226,138706.563
2021S051259150987,49.209,-123.149,42.72224523,-123.149  49.209,640926.721
2021S051259151198,49.208,-123.097,52.31786462,-123.097  49.208,580698.1835
2021S051259151199,49.212,-123.095,55.05944639,-123.095  49.212,72331.60882
2021S051259151200,49.214,-123.093,56.01580427,-123.093  49.214,52916.68307
2021S051259151201,49.216,-123.093,55.62006714,-123.093  49.216,44314.43989
2021S051259151202,49.216,-123.089,51.1691345,-123.089  49.216,43564.04358
2021S051259151203,49.214,-123.087,54.08088905,-123.087  49.214,56072.11201
2021S051259151204,49.213,-123.088,53.4103262,-123.088  49.213,59516.63343
2021S051259151205,49.212,-123.084,48.51808001,-123.084  49.212,35645.40457
2021S051259151206,49.214,-123.082,51.20623995,-123.082  49.214,64045.83626
2021S051259151207,49.209,-123.087,55.32588714,-123.087  49.209,403853.2072
2021S051259151208,49.21,-123.077,53.86985615,-123.077  49.21,334335.8761
2021S051259151209,49.21,-123.069,58.08436697,-123.069  49.21,105947.3846
2021S051259151211,49.214,-123.062,50.10084494,-123.062  49.214,96415.51461
2021S051259151213,49.21,-123.06,46.19504262,-123.06  49.21,144728.689
2021S051259151214,49.209,-123.062,55.11664644,-123.062  49.209,81449.04312
2021S051259151215,49.208,-123.065,49.15054923,-123.065  49.208,105476.6494
2021S051259151216,49.207,-123.065,46.62937147,-123.065  49.207,86522.82357
2021S051259151217,49.207,-123.059,42.98282152,-123.059  49.207,48919.65609
2021S051259151219,49.212,-123.048,48.03148701,-123.048  49.212,994920.2469
2021S051259151220,49.219,-123.047,44.17931529,-123.047  49.219,127330.4417
2021S051259151221,49.219,-123.043,54.69939387,-123.043  49.219,60980.3793
2021S051259151222,49.222,-123.047,48.4103439,-123.047  49.222,108280.7456
2021S051259151223,49.222,-123.043,50.56418109,-123.043  49.222,114635.4306
2021S051259151224,49.222,-123.039,50.0716959,-123.039  49.222,129987.1093
2021S051259151225,49.225,-123.038,52.34487645,-123.038  49.225,94884.65548
2021S051259151226,49.222,-123.035,52.63753154,-123.035  49.222,106606.5846
2021S051259151227,49.224,-123.034,45.69752565,-123.034  49.224,96136.92599
2021S051259151228,49.222,-123.031,49.98450736,-123.031  49.222,115364.65
2021S051259151229,49.224,-123.027,60.18354939,-123.027  49.224,114592.0097
2021S051259151230,49.222,-123.025,47.29578004,-123.025  49.222,58283.34415
2021S051259151231,49.219,-123.025,46.88050097,-123.025  49.219,76827.46029
2021S051259151234,49.213,-123.026,47.86567574,-123.026  49.213,34921.35788
2021S051259151236,49.21,-123.026,50.72873877,-123.026  49.21,175039.4189
2021S051259151237,49.208,-123.024,44.70564401,-123.024  49.208,6.496063
2021S051259151351,49.237,-123.025,53.85044768,-123.025  49.237,49981.56889
2021S051259151352,49.239,-123.025,57.9610236,-123.025  49.239,37234.46414
2021S051259151353,49.237,-123.027,53.23385034,-123.027  49.237,74458.67123
2021S051259151354,49.239,-123.029,63.46213794,-123.029  49.239,60794.47695
2021S051259151355,49.241,-123.03,55.19035061,-123.03  49.241,92794.66477
2021S051259151356,49.24,-123.032,61.81932263,-123.032  49.24,57630.34201
2021S051259151357,49.243,-123.034,59.90431083,-123.034  49.243,112513.5492
2021S051259151358,49.241,-123.037,60.445917,-123.037  49.241,61545.93064
2021S051259151359,49.244,-123.038,50.27574023,-123.038  49.244,84609.08438
2021S051259151360,49.245,-123.037,55.07863036,-123.037  49.245,75782.05167
2021S051259151361,49.247,-123.039,50.09755339,-123.039  49.247,118375.9094
2021S051259151362,49.248,-123.035,54.63534176,-123.035  49.248,77838.68416
2021S051259151363,49.25,-123.037,56.97181979,-123.037  49.25,96664.43682
2021S051259151364,49.25,-123.04,57.74337131,-123.04  49.25,90830.40534
2021S051259151365,49.253,-123.039,45.09881697,-123.039  49.253,67867.44561
2021S051259151366,49.253,-123.042,48.60617504,-123.042  49.253,150738.9967
2021S051259151367,49.255,-123.037,54.32866128,-123.037  49.255,86384.4792
2021S051259151368,49.253,-123.036,56.59397618,-123.036  49.253,92852.44432
2021S051259151369,49.253,-123.032,49.94148798,-123.032  49.253,149605.8671
2021S051259151370,49.249,-123.031,53.17102254,-123.031  49.249,115538.0347
2021S051259151371,49.251,-123.028,48.22315775,-123.028  49.251,106702.9188
2021S051259151372,49.249,-123.026,53.19072552,-123.026  49.249,107960.4392
2021S051259151373,49.254,-123.026,57.84422282,-123.026  49.254,183255.7703
2021S051259151407,49.266,-123.027,53.98324707,-123.027  49.266,352175.716
2021S051259151408,49.265,-123.031,65.5003367,-123.031  49.265,45961.72907
2021S051259151409,49.263,-123.031,63.26788875,-123.031  49.263,111479.2623
2021S051259151410,49.264,-123.035,58.92471786,-123.035  49.264,86689.31342
2021S051259151411,49.264,-123.039,55.83814313,-123.039  49.264,94684.02941
2021S051259151412,49.266,-123.039,49.17547356,-123.039  49.266,97329.91087
2021S051259151413,49.264,-123.042,58.31016935,-123.042  49.264,104826.7482
2021S051259151414,49.268,-123.042,56.36183443,-123.042  49.268,134421.605
2021S051259151415,49.268,-123.046,55.70628894,-123.046  49.268,125282.3681
2021S051259151416,49.266,-123.048,49.11050484,-123.048  49.266,78237.78271
2021S051259151417,49.264,-123.047,55.11895169,-123.047  49.264,76234.34487
2021S051259151418,49.262,-123.048,55.87734343,-123.048  49.262,60785.93244
2021S051259151419,49.263,-123.053,56.4617852,-123.053  49.263,75833.1445
2021S051259151420,49.265,-123.052,56.04610703,-123.052  49.265,99894.52094
2021S051259151423,49.262,-123.056,58.7068346,-123.056  49.262,41485.62703
2021S051259151424,49.26,-123.057,49.99329932,-123.057  49.26,106096.3045
2021S051259151425,49.259,-123.053,58.52895481,-123.053  49.259,235299.4448
2021S051259151426,49.258,-123.062,44.05694535,-123.062  49.258,200379.5933
2021S051259151427,49.261,-123.063,46.81086519,-123.063  49.261,116237.8754
2021S051259151428,49.263,-123.064,46.46741146,-123.064  49.263,72399.54927
2021S051259151429,49.266,-123.062,42.40435125,-123.062  49.266,99700.42897
2021S051259151430,49.265,-123.06,38.63446996,-123.06  49.265,68687.83528
2021S051259151432,49.268,-123.052,55.52663133,-123.052  49.268,123097.1444
2021S051259151433,49.27,-123.059,48.29352084,-123.059  49.27,72215.19937
2021S051259151434,49.272,-123.06,42.59872099,-123.06  49.272,86570.58488
2021S051259151435,49.271,-123.064,43.81352574,-123.064  49.271,66189.58172
2021S051259151436,49.269,-123.062,43.96360264,-123.062  49.269,70834.75821
2021S051259151437,49.267,-123.065,35.65761133,-123.065  49.267,56887.65897
2021S051259151438,49.269,-123.068,40.44584955,-123.068  49.269,56236.40123
2021S051259151439,49.26,-123.047,53.25346122,-123.047  49.26,175799.3586
2021S051259151440,49.256,-123.048,49.82364296,-123.048  49.256,70027.65941
2021S051259151441,49.256,-123.046,55.94148233,-123.046  49.256,92858.27458
2021S051259151442,49.257,-123.042,52.58911507,-123.042  49.257,112345.0162
2021S051259151443,49.26,-123.039,57.3721119,-123.039  49.26,399926.4234
2021S051259151444,49.259,-123.028,53.96665451,-123.028  49.259,541375.0531
2021S051259151448,49.252,-123.047,59.45401746,-123.047  49.252,144345.8612
2021S051259151449,49.249,-123.046,53.4660835,-123.046  49.249,77722.52143
